,sentences,dataset
458,"in patients with splenic lymphoma with villous lymphocytes who are infected with hcv, treatment with interferon can lead to regression of the lymphoma.",custom_mturk
459,"in patients with splenic lymphoma with villous lymphocytes who are infected with hcv, treatment with interferon can lead to regression of the lymphoma.",custom_mturk
460,"amyloid produces inflammation around the senile plaques, and the inflammation sets up a cascade of seemingly uncontrollable changes (more so in the aged brain than in the young brain)",custom_mturk
461,"amyloid produces inflammation around the senile plaques, and the inflammation sets up a cascade of seemingly uncontrollable changes (more so in the aged brain than in the young brain)",custom_mturk
462,"these changes lead to the up regulation of the production of prostaglandins, which is where anti inflammatory therapy may play a role, and to the increase in the extracellular concentration of glutamate",custom_mturk
463,"these changes lead to the up regulation of the production of prostaglandins, which is where anti inflammatory therapy may play a role, and to the increase in the extracellular concentration of glutamate",custom_mturk
464,"moreover, the insulin secretory deficit is progressively worse with more severe hyperglycemia (123) and recovers considerably upon improving glycemic control (124)",custom_mturk
465,"moreover, the insulin secretory deficit is progressively worse with more severe hyperglycemia (123) and recovers considerably upon improving glycemic control (124)",custom_mturk
466,the distinctive feature of this memory disorder is that concrete experiences are forgotten in amatter of minutes,custom_mturk
467,the distinctive feature of this memory disorder is that concrete experiences are forgotten in amatter of minutes,custom_mturk
468,the increased level of glutamate contributes to the ultimate death of neurons,custom_mturk
469,the increased level of glutamate contributes to the ultimate death of neurons,custom_mturk
470,"of these studies on old men, most, but not all, show that testosterone concentrations are positively associated with cognitive performance and negatively associated with risk of developing alzheimer disease (ad)",custom_mturk
471,the earliest cognitive impairment manifests at 4 months as a deficit in long term retention and correlates with the accumulation of intraneuronal abeta in the hippocampus and amygdala,custom_mturk
472,the earliest cognitive impairment manifests at 4 months as a deficit in long term retention and correlates with the accumulation of intraneuronal abeta in the hippocampus and amygdala,custom_mturk
473,"therefore, if a test can register signs of true anterograde amnesia, it may detect preclinical dat with high specificity",custom_mturk
474,"plaque or tangle pathology is not apparent at this age, suggesting that they contribute to cognitive dysfunction at later time points",custom_mturk
475,clearance of the intraneuronal abeta pathology by immunotherapy rescues the early cognitive deficits on a hippocampal dependent task,custom_mturk
476,clearance of the intraneuronal abeta pathology by immunotherapy rescues the early cognitive deficits on a hippocampal dependent task,custom_mturk
477,two recent studies have added to the evidence of an association of testosterone with neurodegenerative disease,custom_mturk
478,reemergence of the abeta pathology again leads to cognitive deficits,custom_mturk
479,reemergence of the abeta pathology again leads to cognitive deficits,custom_mturk
480,mutations at codons 717 and 670/671 in the amyloid precursor protein (app) are rare genetic causes of familial alzheimer disease (ad),custom_mturk
481,mutations at codons 717 and 670/671 in the amyloid precursor protein (app) are rare genetic causes of familial alzheimer disease (ad),custom_mturk
482,normally these experiences are recorded without conscious effort,custom_mturk
483,a mutation at codon 693 of app has also been described as the genetic defect in hereditary cerebral hemorrhage with amyloidosis of the dutch type (hchwa d),custom_mturk
484,a mutation at codon 693 of app has also been described as the genetic defect in hereditary cerebral hemorrhage with amyloidosis of the dutch type (hchwa d),custom_mturk
485,"this mnemonic technique consists of forming a mental image of two interacting objects, one representing the item to be remembered and the other a preordained retrieval cue",custom_mturk
486,"this mnemonic technique consists of forming a mental image of two interacting objects, one representing the item to be remembered and the other a preordained retrieval cue",custom_mturk
487,"interestingly, total testosterone concentration was not associated with ad",custom_mturk
488,we have reported a app692ala >gly (flemish) mutation as a cause of intracerebral hemorrhage and presenile dementia diagnosed as probable ad in a dutch family,custom_mturk
489,we have reported a app692ala >gly (flemish) mutation as a cause of intracerebral hemorrhage and presenile dementia diagnosed as probable ad in a dutch family,custom_mturk
490,"the formation of the images, in itself, is an effortful activity, but the storage and retrieval of its memory traces probably is not",custom_mturk
491,investigation of bioavailable (non shbg bound) and free (non protein bound) forms of sex hormones is more appropriate in neurodegenerative diseases as these forms are able to cross the blood brain barrier,custom_mturk
492,investigation of bioavailable (non shbg bound) and free (non protein bound) forms of sex hormones is more appropriate in neurodegenerative diseases as these forms are able to cross the blood brain barrier,custom_mturk
493,the neuropathological findings support the diagnosis of ad,custom_mturk
494,"firstly, it has been shown that this technique renders the paired associate learning of concrete words virtually effortless, while expanding capacity beyond its usual limits",custom_mturk
495,"firstly, it has been shown that this technique renders the paired associate learning of concrete words virtually effortless, while expanding capacity beyond its usual limits",custom_mturk
496,alzheimer disease is a brain disorder characterized by a progressive dementia that occurs in middle or late life,custom_mturk
497,alzheimer disease is a brain disorder characterized by a progressive dementia that occurs in middle or late life,custom_mturk
498,"numerous senile plaques consisted of large ab amyloid cores, often measuring more than 30 mm in diameter and were surrounded by a fine meshwork of dystrophic neurites",custom_mturk
499,"the local pattern of proinflammatory cytokine release was studied in alzheimer disease (ad) and vascular dementia (vad), by measuring intrathecal levels of il 1beta, il 6, tnf alpha, and its naturally occurring antagonists, soluble tnf receptors i and ii",custom_mturk
500,"the local pattern of proinflammatory cytokine release was studied in alzheimer disease (ad) and vascular dementia (vad), by measuring intrathecal levels of il 1beta, il 6, tnf alpha, and its naturally occurring antagonists, soluble tnf receptors i and ii",custom_mturk
501,"the cytokine levels were related to neuronal damage, as measured by the intrathecal tau concentration, to cerebral apoptosis assessed by levels of fas/apo 1 and bcl 2, and to clinical variables",custom_mturk
502,"alterations in transmitter specific markers include forebrain cholinergic systems, and, in some cases, noradrenergic and somatostatinergic systems that innervate the telencephalon",custom_mturk
503,"alterations in transmitter specific markers include forebrain cholinergic systems, and, in some cases, noradrenergic and somatostatinergic systems that innervate the telencephalon",custom_mturk
504,"mody and lada, falling off the line to the left, may exemplify monogenic (or oligogenic) hyperglycemia; obesity will curve the relationship to the right",custom_mturk
505,"mody and lada, falling off the line to the left, may exemplify monogenic (or oligogenic) hyperglycemia; obesity will curve the relationship to the right",custom_mturk
506,"alzheimer disease is a progressive, dementing disorder, usually of middle or late life",custom_mturk
507,"alzheimer disease is a progressive, dementing disorder, usually of middle or late life",custom_mturk
508,"in vitro analysis was performed to study the effect of tnf alpha on the production of bcl 2, an antiapoptotic factor, by human neuronal cells",custom_mturk
509,"in vitro analysis was performed to study the effect of tnf alpha on the production of bcl 2, an antiapoptotic factor, by human neuronal cells",custom_mturk
510,"our findings show that the app692 mutation leads to morphological abnormalities that are similar to ad, but the morphology of senile plaques is clearly distinct from that described in sporadic and chromosome 14 linked ad patients, in patients with app717 mutations causing familial, presenile ad and in patients with the app693 mutation causing hchwa d",custom_mturk
511,"our findings show that the app692 mutation leads to morphological abnormalities that are similar to ad, but the morphology of senile plaques is clearly distinct from that described in sporadic and chromosome 14 linked ad patients, in patients with app717 mutations causing familial, presenile ad and in patients with the app693 mutation causing hchwa d",custom_mturk
512,patients with both ad and vad displayed significantly higher intrathecal levels of tnf alpha compared to controls,custom_mturk
513,"nosologically, alzheimer disease (ad) is no one single disorder",custom_mturk
514,"nosologically, alzheimer disease (ad) is no one single disorder",custom_mturk
515,"in addition, patients with ad showed significantly negative correlations between the intrathecal levels of tnf alpha and the levels of fas/apo 1 as well as of tau protein",custom_mturk
516,"in addition, patients with ad showed significantly negative correlations between the intrathecal levels of tnf alpha and the levels of fas/apo 1 as well as of tau protein",custom_mturk
517,the level of bcl 2 in supernatants of tnf alpha exposed cultures of human neuronal cells was up to three times higher than in control supernatants,custom_mturk
518,the level of bcl 2 in supernatants of tnf alpha exposed cultures of human neuronal cells was up to three times higher than in control supernatants,custom_mturk
519,"life style changes (exercise, weight reduction) and pharmacological agents (eg, biguanides and thiazolidendiones) that reduce insulin resistance or increase insulin sensitivity clearly have major beneficial effects",custom_mturk
520,"life style changes (exercise, weight reduction) and pharmacological agents (eg, biguanides and thiazolidendiones) that reduce insulin resistance or increase insulin sensitivity clearly have major beneficial effects",custom_mturk
521,"our study demonstrates intrathecal production of tnf alpha in patients with dementias, suggesting that this cytokine may have a neuroprotective role in these neurodegenerative conditions as evidenced by negative correlations between this cytokine and (i) levels of intrathecal fas/apo 1 and (ii) levels of tau protein, both parameters closely related to brain damage",custom_mturk
522,"our in vitro data suggest that tnf alpha exerts its neuroprotective effect by stimulating neuronal cells to express bcl 2, a molecule which downregulates apoptosis",custom_mturk
523,"our in vitro data suggest that tnf alpha exerts its neuroprotective effect by stimulating neuronal cells to express bcl 2, a molecule which downregulates apoptosis",custom_mturk
524,"we propose a ""thrifty phenotype"" hypothesis of the aetiology of type 2 (non insulin dependent) diabetes",custom_mturk
525,"we propose a ""thrifty phenotype"" hypothesis of the aetiology of type 2 (non insulin dependent) diabetes",custom_mturk
526,immunostaining with an antibody to betaap confirmed the original findings that 30 percent of cases of head injury have betaap deposits in one or more cortical areas,custom_mturk
527,immunostaining with an antibody to betaap confirmed the original findings that 30 percent of cases of head injury have betaap deposits in one or more cortical areas,custom_mturk
528,the essence of the hypothesis is that poor nutrition in fetal and early infant life are detrimental to the development and function of the beta cells of the islets of langerhans,custom_mturk
529,the essence of the hypothesis is that poor nutrition in fetal and early infant life are detrimental to the development and function of the beta cells of the islets of langerhans,custom_mturk
530,individuals who did not develop dementia showed stable cognitive performance,custom_mturk
531,individuals who did not develop dementia showed stable cognitive performance,custom_mturk
532,increasing age seemed to accentuate the extent of betaap deposition and potential correlations with other pathological changes associated with head injury were also investigated,custom_mturk
533,increasing age seemed to accentuate the extent of betaap deposition and potential correlations with other pathological changes associated with head injury were also investigated,custom_mturk
534,"in addition, beta amyloid precursor protein (betaapp) immunoreactivity was increased in the perikarya ofneurons in the vicinity of betaap deposits",custom_mturk
535,"in addition, beta amyloid precursor protein (betaapp) immunoreactivity was increased in the perikarya ofneurons in the vicinity of betaap deposits",custom_mturk
536,existing evidence points to a key role for protein and amino acids in this process but other nutritional defects are not excluded,custom_mturk
537,"thus, the amyloid cascade hypothesis may not be accepted for sporadic alzheimer disease (sad)",custom_mturk
538,"thus, the amyloid cascade hypothesis may not be accepted for sporadic alzheimer disease (sad)",custom_mturk
539,"minimal cognitive decline occurred prior to dementia diagnosis, after which sharp decline was noted",custom_mturk
540,even individuals who were minimally cognitively impaired (clinical dementia rating=0.5) typically had neuropathologic ad at autopsy,custom_mturk
541,"instead, susceptibility genes may contribute to the onset of the latter type of ad",custom_mturk
542,"instead, susceptibility genes may contribute to the onset of the latter type of ad",custom_mturk
543,"neocortical neurofibrillary tangle densities were substantially correlated with dementia severity, and to a greater degree than was true for senile plaque densities",custom_mturk
544,"neocortical neurofibrillary tangle densities were substantially correlated with dementia severity, and to a greater degree than was true for senile plaque densities",custom_mturk
545,a sleep duration of 6 hours or less or 9 hours or more is associated with increased prevalence of dm and igt.,custom_mturk
546,a sleep duration of 6 hours or less or 9 hours or more is associated with increased prevalence of dm and igt.,custom_mturk
547,"candidate susceptibility genes for sad are assumed to be on chromosomes 4,6, 10 and 20",custom_mturk
548,"candidate susceptibility genes for sad are assumed to be on chromosomes 4,6, 10 and 20",custom_mturk
549,"when infarcts, hemorrhages, and parkinson disease changes coexisted with ad, neurofibrillary tangle and senile plaque densities were lower",custom_mturk
550,"when infarcts, hemorrhages, and parkinson disease changes coexisted with ad, neurofibrillary tangle and senile plaque densities were lower",custom_mturk
551,other candidate genes did not show any association or linkage with ad,custom_mturk
552,other candidate genes did not show any association or linkage with ad,custom_mturk
553,susceptibility genes may participate in the origin of disorders becoming evident late in life and showing a chronic and progressive course,custom_mturk
554,susceptibility genes may participate in the origin of disorders becoming evident late in life and showing a chronic and progressive course,custom_mturk
555,the finding that even the mildest of cognitive change as detected by clinical interview correlates highly with dementia pathologic features has important implications,custom_mturk
556,the finding that even the mildest of cognitive change as detected by clinical interview correlates highly with dementia pathologic features has important implications,custom_mturk
557,age has been found to be a major risk factor for sad because of multiple age related changes at the cellular and molecular levels,custom_mturk
558,age has been found to be a major risk factor for sad because of multiple age related changes at the cellular and molecular levels,custom_mturk
559,the insulin receptor purified from skeletal muscle of patients with non insulin dependent diabetes mellitus (niddm) displayed a 25 55 percent reduction in insulin stimulated autophosphorylation and tyrosyl specific phosphotransferase activity relative to controls,custom_mturk
560,the insulin receptor purified from skeletal muscle of patients with non insulin dependent diabetes mellitus (niddm) displayed a 25 55 percent reduction in insulin stimulated autophosphorylation and tyrosyl specific phosphotransferase activity relative to controls,custom_mturk
561,"if some individuals currently labeled as having mild cognitive impairment are considered as having early stage ad, then the true prevalence of ad may be much greater than is generally appreciated",custom_mturk
562,"if some individuals currently labeled as having mild cognitive impairment are considered as having early stage ad, then the true prevalence of ad may be much greater than is generally appreciated",custom_mturk
563,"thus, there is good evidence, that sad originates in a concerted action of early life events and lifestyle risk factors",custom_mturk
564,"thus, there is good evidence, that sad originates in a concerted action of early life events and lifestyle risk factors",custom_mturk
565,it has been shown that damage to the fetal brain at the third trimenon/stage of pregnancy may induce a genetic predisposition which will become clinically evident when adult lifestyle risk factors come into play,custom_mturk
566,it has been shown that damage to the fetal brain at the third trimenon/stage of pregnancy may induce a genetic predisposition which will become clinically evident when adult lifestyle risk factors come into play,custom_mturk
567,"carefully applied clinical criteria for dementia, even in its very mildest stages, can be highly accurate as confirmed by autopsy",custom_mturk
568,"carefully applied clinical criteria for dementia, even in its very mildest stages, can be highly accurate as confirmed by autopsy",custom_mturk
569,"autophosphorylation occurred primarily in two regions of the &subunit: the regulatory region containing tyr 1146, tyr 1150, and tyr 1151, and the c terminus containing tyr 1316 and 1322",custom_mturk
570,"autophosphorylation occurred primarily in two regions of the &subunit: the regulatory region containing tyr 1146, tyr 1150, and tyr 1151, and the c terminus containing tyr 1316 and 1322",custom_mturk
571,autophosphorylation of the regulatory region at all three tyrosyl residues (tris phosphorylation) appears to be necessary to activate the receptor kinase,custom_mturk
572,"cognitive impairment, measured by mental status testing, is caused by the loss of synapses (and neurons), particularly in frontal and parietal association neocortex",custom_mturk
573,"recently, it has been clearly demonstrated that infants of diabetic mothers are at increased risk for hippocampal damage and corresponding memory impairments",custom_mturk
574,"recently, it has been clearly demonstrated that infants of diabetic mothers are at increased risk for hippocampal damage and corresponding memory impairments",custom_mturk
575,"similarly, in experimental rats, prenatal stress in the third out of three stages of pregnancy induced increased glucocorticoid secretion from young adulthood to senescence accompanied by behavioral abnormalities in aged animals",custom_mturk
576,"similarly, in experimental rats, prenatal stress in the third out of three stages of pregnancy induced increased glucocorticoid secretion from young adulthood to senescence accompanied by behavioral abnormalities in aged animals",custom_mturk
577,"important losses of nerve cells and synapses occur in other regions of the brain, such as the hippocampus, which is especially involved in new learning, and the amygdala, hypothalamus, and olfactory cortex, which are involved in emotional and behavioral changes",custom_mturk
578,"morphologically, the behavioral abnormalities may be due to losses in synapses of different kinds in the hippocampus one of the few brain regions that continues to develop postnatally",custom_mturk
579,"morphologically, the behavioral abnormalities may be due to losses in synapses of different kinds in the hippocampus one of the few brain regions that continues to develop postnatally",custom_mturk
580,"therefore, the reduced formation of the tris phosphorylated regulatoryr egion in the diabetic receptors suggests that a defective autophosphorylation cascade leading to tris phosphorylation of the regulatory region may cause, in part, the reduced insulin stimulated kinase activity of the insulin receptor in muscle of niddm patients",custom_mturk
581,type 2 diabetes mellitus (t2dm) is characterized by insulin resistance in liver and muscle and impaired insulin secretion,custom_mturk
582,type 2 diabetes mellitus (t2dm) is characterized by insulin resistance in liver and muscle and impaired insulin secretion,custom_mturk
583,"there is also major involvement of the basal forebrain cholinergic nuclei, the locus coeruleus noradrenergic nuclei, and dorsal raphe serotonergic nuclei",custom_mturk
584,"physiologically, glucose is the major nutrient of the healthy, adult, mammalian brain",custom_mturk
585,"physiologically, glucose is the major nutrient of the healthy, adult, mammalian brain",custom_mturk
586,considerable evidence also implicates deranged adipocyte metabolism and altered fat topography in the pathogenesis of glucose intolerance in t2dm,custom_mturk
587,"these are all systems that project primarily to neocortex and hippocampus, thus contributing their terminals as the presynaptic component to neocortical and hippocampal synapses",custom_mturk
588,there is increasing evidence that neuronal glucose metabolism is antagonistically controlled by insulin and cortisol (see below),custom_mturk
589,there is increasing evidence that neuronal glucose metabolism is antagonistically controlled by insulin and cortisol (see below),custom_mturk
590,"diffuse plaques precede neuritic plaques and neurofibrillary tangles by some years in at least the form of ad that develops in individuals with down syndrome (101, 102)",custom_mturk
591,"diffuse plaques precede neuritic plaques and neurofibrillary tangles by some years in at least the form of ad that develops in individuals with down syndrome (101, 102)",custom_mturk
592,"during normal aging, the regulation of the neuronal glucose metabolism has been demonstrated to be reduced due to a reduction of the neuronal insulin signal transduction pathway",custom_mturk
593,the gene for app is on chromosome 21 and is close to the beginning of that section of the chromosome involved in the production of down syndrome,custom_mturk
594,plaque predominant ad may represent a developmental stage in ad,custom_mturk
595,plaque predominant ad may represent a developmental stage in ad,custom_mturk
596,"one could, therefore, assume that in down syndrome, unusually large amounts of app are formed, some of which are then broken down to the ,beta amyloid",custom_mturk
597,"one could, therefore, assume that in down syndrome, unusually large amounts of app are formed, some of which are then broken down to the ,beta amyloid",custom_mturk
598,"thus, a 10 25 year lag period may exist between the first production of the diffuse plaques and the development of further changes",custom_mturk
599,"thus, a 10 25 year lag period may exist between the first production of the diffuse plaques and the development of further changes",custom_mturk
600,"it is estimated that the prevalence of ad currently exceeds 18 million worldwide, and is expected to increase significantly with the increasing elderly population",custom_mturk
601,"it is estimated that the prevalence of ad currently exceeds 18 million worldwide, and is expected to increase significantly with the increasing elderly population",custom_mturk
602,"acetylcholinesterase (ache) inhibitors, widely approved for mild to moderate ad, are not efficacious in every patient, and lose efficacy over time",custom_mturk
603,"acetylcholinesterase (ache) inhibitors, widely approved for mild to moderate ad, are not efficacious in every patient, and lose efficacy over time",custom_mturk
604,this abnormality along with areduction in brain insulin concentraion is assumed to induce a cascade like process of disturbances in cellular glucose metabolism and related metabolism associated with the formation of both amyloidogenic derivatives and hyperphosphorylated tau protein,custom_mturk
605,"in this short update, glucose metabolism and its control during aging and in sad are detailed, and recent data on the therapeutic mechanism and efficacy of ginkgo biloba extract (egb 761) on oxidative glucose metabolism and behavior are discussed",custom_mturk
606,genetic studies have demonstrated a robust association of the epsilon4 allele of the apolipoprotein e (apoe) gene and late onset familial and sporadic ad,custom_mturk
607,"patients with insulin dependent diabetes mellitus have immunity to cow milk albumin, with antibodies to an albumin peptide that are capable of reacting with a beta cell specific surface protien",custom_mturk
608,"vascular cognitive impairment defines alterations in cognition, ranging from subtle deficits to full blown dementia, attributable to cerebrovascular causes",custom_mturk
609,"vascular cognitive impairment defines alterations in cognition, ranging from subtle deficits to full blown dementia, attributable to cerebrovascular causes",custom_mturk
610,"these fibrils consist, at least in part, of accumulation of an abnormally phosphorylated form of a group of proteins, the tau proteins",custom_mturk
611,"these fibrils consist, at least in part, of accumulation of an abnormally phosphorylated form of a group of proteins, the tau proteins",custom_mturk
612,"often coexisting with alzheimer disease, mixed vascular and neurodegenerative dementia has emerged as the leading cause of age related cognitive impairment",custom_mturk
613,"often coexisting with alzheimer disease, mixed vascular and neurodegenerative dementia has emerged as the leading cause of age related cognitive impairment",custom_mturk
614,"central to the disease mechanism is the crucial role that cerebral blood vessels play in brain health, not only for the delivery of oxygen and nutrients, but also for the trophic signaling that inextricably links the well being of neurons and glia to that of cerebrovascular cells",custom_mturk
615,"the apoe epsilon4 allele is associated with an increased risk and earlier age at onset, with epsilon4/epsilon4 homozygotes having the greatest risk and earliest age at onset",custom_mturk
616,"the apoe epsilon4 allele is associated with an increased risk and earlier age at onset, with epsilon4/epsilon4 homozygotes having the greatest risk and earliest age at onset",custom_mturk
617,"age related dementia, an irreversible condition resulting in progressive cognitive decline, has emerged as one of the leading health problems of our time",custom_mturk
618,"age related dementia, an irreversible condition resulting in progressive cognitive decline, has emerged as one of the leading health problems of our time",custom_mturk
619,"the loss of choline acetyltransferase, a marker of cholinergic neurons, correlates well with degree of dementia, although not to the degree that loss of synapses does",custom_mturk
620,such antibodies could participate in the development of islet dysfunction,custom_mturk
621,such antibodies could participate in the development of islet dysfunction,custom_mturk
622,"vascular dementia, a heterogeneous group of brain disorders in which cognitive impairment is attributable to cerebrovascular pathologies, is responsible for at least 20 percent of cases of dementia, being second only to alzheimer disease (ad)",custom_mturk
623,"vascular dementia, a heterogeneous group of brain disorders in which cognitive impairment is attributable to cerebrovascular pathologies, is responsible for at least 20 percent of cases of dementia, being second only to alzheimer disease (ad)",custom_mturk
624,the apoe epsilon2 allele confers a decreased risk and older age at onset; the epsilon3 allele has intermediate effects,custom_mturk
625,the apoe epsilon2 allele confers a decreased risk and older age at onset; the epsilon3 allele has intermediate effects,custom_mturk
626,"in patients with clinical ad, there are regionally specific areas of the brain with diminished glucose utilization",custom_mturk
627,"in patients with clinical ad, there are regionally specific areas of the brain with diminished glucose utilization",custom_mturk
628,"regionally specific altered glucose metabolism can be detected decades before the predicted age of onset of clinical symptoms in apoe epsilon4 positive individuals, who are more susceptible to an earlier onset of ad",custom_mturk
629,"regionally specific altered glucose metabolism can be detected decades before the predicted age of onset of clinical symptoms in apoe epsilon4 positive individuals, who are more susceptible to an earlier onset of ad",custom_mturk
630,fasting plasma glucose concentrations and oral glucose tolerance tests were used to determine the metabolic status,custom_mturk
631,"the central nervous system (cns) uses glucose as its primary fuel, and the main pathway for glucose oxidation is the tricarboxylic acid (tca) cycle",custom_mturk
632,"the central nervous system (cns) uses glucose as its primary fuel, and the main pathway for glucose oxidation is the tricarboxylic acid (tca) cycle",custom_mturk
633,"dna was isolated from lymphocytes, and dna polymorphisms in the glucokinase gene were tested for linkage with diabetes",custom_mturk
634,"dna was isolated from lymphocytes, and dna polymorphisms in the glucokinase gene were tested for linkage with diabetes",custom_mturk
635,insulin is critically important in peripheral and central energy metabolism and serves to regulate blood glucose levels,custom_mturk
636,insulin is transported across the blood/brain barrier and peripheral levels of insulin tend to correlate with levels in the cns,custom_mturk
637,insulin is transported across the blood/brain barrier and peripheral levels of insulin tend to correlate with levels in the cns,custom_mturk
638,"insulin has involvement in normal memory function and disorders in peripheral insulin metabolism, such as insulin resistance and hyperinsulinemia, may have a negative influence on memory, as well as increase the risk of developing ad",custom_mturk
639,"rosiglitazone (rsg), a ppargamma agonist and an approved antidiabetic pharmacotherapy, is an insulinsensitizing agent that allows the body to use endogenous insulin more efficiently, maintain normal physiological feedback mechanisms and produce anti inflammatory actions",custom_mturk
640,"rosiglitazone (rsg), a ppargamma agonist and an approved antidiabetic pharmacotherapy, is an insulinsensitizing agent that allows the body to use endogenous insulin more efficiently, maintain normal physiological feedback mechanisms and produce anti inflammatory actions",custom_mturk
641,a positive cognitive effect has been observed in a small pilot study of rsg in ad patients,custom_mturk
642,a positive cognitive effect has been observed in a small pilot study of rsg in ad patients,custom_mturk
643,"in this family, cerebral amyloid angiopathy (caa) coincided with this disease",custom_mturk
644,a strong biological rationale exists to test rsg efficacy in ad,custom_mturk
645,a strong biological rationale exists to test rsg efficacy in ad,custom_mturk
646,"in a sample of 65 familial early onset patients, we observed the same app genomic duplication in one patient (1.7 percent), while in 36 isolated patients duplications in the app locus were absent",custom_mturk
647,"in a sample of 65 familial early onset patients, we observed the same app genomic duplication in one patient (1.7 percent), while in 36 isolated patients duplications in the app locus were absent",custom_mturk
648,the senile plaque is perhaps the most characteristic histopathologic feature in alzheimer disease and senile dementia of the alzheimer type (ad/sdat),custom_mturk
649,long term microvascular and neurologic complications cause major morbidity and mortality in patients with insulin dependent diabetes mellitus(iddm),custom_mturk
650,long term microvascular and neurologic complications cause major morbidity and mortality in patients with insulin dependent diabetes mellitus(iddm),custom_mturk
651,neurodegenerative diseases target specific neuronal populations within large scale distributed networks,custom_mturk
652,neurodegenerative diseases target specific neuronal populations within large scale distributed networks,custom_mturk
653,"evidence is accumulating that an increase in genetic expression of the amyloid precursor protein (app) gene, encoding the amyloid beta precursor protein [mim 104760], can cause dementia of the alzheimer type [mim 104300] through increased production of its pathogenic 42 amino acids proteolysis product, amyloid beta42 (abeta42)",custom_mturk
654,"evidence is accumulating that an increase in genetic expression of the amyloid precursor protein (app) gene, encoding the amyloid beta precursor protein [mim 104760], can cause dementia of the alzheimer type [mim 104300] through increased production of its pathogenic 42 amino acids proteolysis product, amyloid beta42 (abeta42)",custom_mturk
655,"if amyloid is closely related to the fundamental pathology of alzheimer disease, then amyloid should be present in all cases and in all senile plaques",custom_mturk
656,"it has long been recognized that triplication of app in patients with down syndrome leads to alzheimer dementia symptoms early in life through over expression of app, followed by deposition of abeta and neurodegeneration",custom_mturk
657,the report that the hla a2 allele is associated with an earlier age of onset suggests that modulation of inflammation plays a role in the development of the disease,custom_mturk
658,"testing patients directly, icn analysis has detected predictable connectivity reduction in alzheimer disease, prodromal alzheimer disease, asymptomatic individuals at risk for alzheimer disease, amyotrophic lateral sclerosis and parkinson disease; but this technique has not been applied to patients with any frontotemporal dementia syndrome or used to differentiate one disease from another",custom_mturk
659,"in addition, the reported mutations in the mitochondrial genome, which can either be inherited or acquired, would contribute to the oxidative damage that many suggest plays a central role in the development of ad",custom_mturk
660,"in addition, the reported mutations in the mitochondrial genome, which can either be inherited or acquired, would contribute to the oxidative damage that many suggest plays a central role in the development of ad",custom_mturk
661,"along this line, previous studies have shown higher levels of app mrna in brains of patients with alzheimer type dementia, also suggesting that genetic variation in app transcription might play a role in the pathomechanism of the disease",custom_mturk
662,the finding that monozygotic twins may not both develop ad suggests that environmental factors also play a role in the development of ad,custom_mturk
663,the finding that monozygotic twins may not both develop ad suggests that environmental factors also play a role in the development of ad,custom_mturk
664,"indeed, in patients with early onset alzheimer dementia, we recently detected three mutations in the app proximal promoter that caused a neuron specific, nearly 2 fold increase in app transcriptional activity in vitro, mimicking over expression of app as observed in trisomy 21",custom_mturk
665,"indeed, in patients with early onset alzheimer dementia, we recently detected three mutations in the app proximal promoter that caused a neuron specific, nearly 2 fold increase in app transcriptional activity in vitro, mimicking over expression of app as observed in trisomy 21",custom_mturk
666,"notably, while this anterior network degenerates, posterior cortical functions survive or even thrive, at times associated with emergent visual creativity",custom_mturk
667,"to assess the impact of app locus duplications in early onset alzheimer disease, we performed a study in a dutch population based sample of patients with early onset alzheimer type dementia",custom_mturk
668,"to assess the impact of app locus duplications in early onset alzheimer disease, we performed a study in a dutch population based sample of patients with early onset alzheimer type dementia",custom_mturk
669,"some patients with idiopathic type 1 diabetes have a nonautoimmune, fulminant disorder characterized by the absence of insulitis and of diabetes related antibodies, a remarkably abrupt onset, and high serum pancreatic enzyme concentrations",custom_mturk
670,"some patients with idiopathic type 1 diabetes have a nonautoimmune, fulminant disorder characterized by the absence of insulitis and of diabetes related antibodies, a remarkably abrupt onset, and high serum pancreatic enzyme concentrations",custom_mturk
671,"dmn specific functions continue to stir debate, but elements of this system, especially its posterior cortical nodes, participate in episodic memory and visuospatial imagery; functions lost early in alzheimer disease",custom_mturk
672,comparisons of maps and correlation and regression analysis indicate a geographical association between aluminium (al) in drinking water and registered death rates with dementia (coded from death certificates as the underlying or a contributory cause of death) in norway,custom_mturk
673,this rich clinical and neuroimaging background led us to hypothesize that bvftd and alzheimer disease would exert opposing influences on the salience network and dmn,custom_mturk
674,"in this study, we used task free icn fmri to demonstrate a divergent effect of bvftd and alzheimer disease on core neural network dynamics",custom_mturk
675,"in this study, we used task free icn fmri to demonstrate a divergent effect of bvftd and alzheimer disease on core neural network dynamics",custom_mturk
676,high levels of al in drinking water are in most cases related to acid precipitation,custom_mturk
677,"in general, correlations between aggregate environmental measurements and mortality are a weak source of evidence for risk factors for disease, however, and interpretations regarding cause and effect relationships should therefore be made with great care",custom_mturk
678,"in general, correlations between aggregate environmental measurements and mortality are a weak source of evidence for risk factors for disease, however, and interpretations regarding cause and effect relationships should therefore be made with great care",custom_mturk
679,the major uncertainty probably relates to the use of registered death rates with dementia as a measure of incidence rates of alzheimer disease,custom_mturk
680,the major uncertainty probably relates to the use of registered death rates with dementia as a measure of incidence rates of alzheimer disease,custom_mturk
681,the recent demonstration of redox active iron deposits associated with senile plaques and neurofibrillary tangles is relevant in this respect because iron can catalyze the formation of damaging free radicals,custom_mturk
