,dataset,sentences
2836,ade,CONCLUSION Hypersensitivity reaction should be considered in patients who develop recurrent eosinophilia and deterioration of pulmonary function following the use of tobramycin by inhalation or by intravenous administration
2837,ade,CONCLUSION Hypersensitivity reaction should be considered in patients who develop recurrent eosinophilia and deterioration of pulmonary function following the use of tobramycin by inhalation or by intravenous administration
2838,ade,Inhaled tobramycin solution associated recurrent eosinophilia and severe persistent bronchospasm in a patient with cystic fibrosis a case report
2839,ade,Inhaled tobramycin solution associated recurrent eosinophilia and severe persistent bronchospasm in a patient with cystic fibrosis a case report
2840,ade,The most serious dental side effect of bisphosphonate treatment (particularly when it is administered intravenously) is paradoxically osteonecrosis of the mandible or the maxilla represented by exposed nonhealing bone
2841,ade,Adverse effects of amiodarone including pulmonary toxicity hepatotoxicity aggravation of arrhythmia and thyroid diseases are well understood
2842,ade,Adverse effects of amiodarone including pulmonary toxicity hepatotoxicity aggravation of arrhythmia and thyroid diseases are well understood
2843,ade,Adverse effects of amiodarone including pulmonary toxicity hepatotoxicity aggravation of arrhythmia and thyroid diseases are well understood
2844,ade,Adverse effects of amiodarone including pulmonary toxicity hepatotoxicity aggravation of arrhythmia and thyroid diseases are well understood
2845,ade,Pancreatitis is a very rare adverse effect associated with the use of amiodarone and only four cases of amiodarone induced pancreatitis have been reported in literature
2846,ade,Pancreatitis is a very rare adverse effect associated with the use of amiodarone and only four cases of amiodarone induced pancreatitis have been reported in literature
2847,ade,Under the suspicion of amiodarone induced acute pancreatitis amiodarone was substituted by propafenone
2848,ade,We report a patient who developed acute pancreatitis during amiodarone therapy
2849,ade,DISCUSSION To our knowledge this is the first reported case of tuberculous uveitis following treatment with etanercept
2850,ade,Tuberculous uveitis after treatment with etanercept
2851,ade,We report the first case of tuberculous uveitis due to etanercept
2852,ade,A complex pattern of melanonychia and onycholysis after treatment with pemetrexed for lung cancer
2853,ade,A complex pattern of melanonychia and onycholysis after treatment with pemetrexed for lung cancer
2854,ade,Infliximab and its serious adverse effects are discussed and other cases of osteomyelitis with infliximab use are also reviewed
2855,ade,Infliximab and its serious adverse effects are discussed and other cases of osteomyelitis with infliximab use are also reviewed
2856,ade,Osteomyelitis occurring during infliximab treatment of severe psoriasis
2857,ade,Based on the Naranjo probability scale serotonin syndrome was a probable adverse reaction associated with co administration of citalopram and fentanyl
2858,ade,Based on the Naranjo probability scale serotonin syndrome was a probable adverse reaction associated with co administration of citalopram and fentanyl
2859,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2860,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2861,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2862,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2863,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2864,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2865,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2866,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2867,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2868,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2869,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2870,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2871,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2872,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2873,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2874,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2875,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2876,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2877,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2878,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2879,ade,CASE SUMMARY A 65 year old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion agitation tachycardia tremors myoclonic jerks and unsteady gait consistent with serotonin syndrome following initiation of fentanyl and all symptoms and signs resolved following discontinuation of fentanyl
2880,ade,CONCLUSION Healthcare professionals should be aware of the possible development of serotonin syndrome as a complication of initiation of fentanyl and other phenylpiperidine opioids in patients treated with SSRIs
2881,ade,OBJECTIVE To report a case of serotonin syndrome associated with interaction between fentanyl and citalopram as evidenced by medication history clinical features and reversal following discontinuation of fentanyl
2882,ade,OBJECTIVE To report a case of serotonin syndrome associated with interaction between fentanyl and citalopram as evidenced by medication history clinical features and reversal following discontinuation of fentanyl
2883,ade,OBJECTIVE To report a case of serotonin syndrome associated with interaction between fentanyl and citalopram as evidenced by medication history clinical features and reversal following discontinuation of fentanyl
2884,ade,Serotonin syndrome caused by interaction between citalopram and fentanyl
2885,ade,Serotonin syndrome caused by interaction between citalopram and fentanyl
2886,ade,Renal failure after high dose methotrexate in a child homozygous for MTHFR C677T polymorphism
2887,ade,We report the case of an 11 year old female treated for mediastinal T cell lymphoma who presented renal failure following the second cycle of high dose methotrexate (HDMTX)
2888,ade,We report the case of an 11 year old female treated for mediastinal T cell lymphoma who presented renal failure following the second cycle of high dose methotrexate (HDMTX)
2889,ade,Docetaxel induced Meibomian duct inflammation and blockage is the likely cause of this presentation in a patient with no history of eyelid masses in the past
2890,ade,Docetaxel induced Meibomian duct inflammation and blockage leading to chalazion formation
2891,ade,Docetaxel induced Meibomian duct inflammation and blockage leading to chalazion formation
2892,ade,We report a 71 year male with castration resistant metastatic prostate cancer who was treated with weekly docetaxel for 12 weeks and developed significant eye irritation and dryness during treatment
2893,ade,A case of recall pneumonitis induced by gemcitabine is reported
2894,ade,After having received gemcitabine on day 1 of the second course the patient developed dry cough subfebrile temperatures and dyspnea within 48 h
2895,ade,After having received gemcitabine on day 1 of the second course the patient developed dry cough subfebrile temperatures and dyspnea within 48 h
2896,ade,After having received gemcitabine on day 1 of the second course the patient developed dry cough subfebrile temperatures and dyspnea within 48 h
2897,ade,CONCLUSION Gemcitabine induced recall pneumonitis is a rarely reported phenomenon and should be taken into account even after extended time interval to the previous radiotherapy
2898,ade,Radiation recall pneumonitis induced by gemcitabine
2899,ade,CONCLUSIONS For all patients with vancomycin induced neutropenia possible cross reactivity of teicoplanin should be monitored
2900,ade,However a new episode of neutropenia with a WBC count of 2.8 x 10(3) mm3 and ANC of 0.448 x 10(3) mm3 occurred 11 days after teicoplanin initiation
2901,ade,OBJECTIVE To report teicoplanin related neutropenia that developed after an episode of neutropenia induced by vancomycin therapy
2902,ade,OBJECTIVE To report teicoplanin related neutropenia that developed after an episode of neutropenia induced by vancomycin therapy
2903,ade,Teicoplanin induced agranulocytosis that followed vancomycin induced agranulocytosis suggests a possible cross reactivity between the 2 drugs
2904,ade,Teicoplanin induced agranulocytosis that followed vancomycin induced agranulocytosis suggests a possible cross reactivity between the 2 drugs
2905,ade,Cutaneous ulceration an unusual complication of intravenous pentamidine therapy
2906,ade,This is a report of a renal transplant patient with Pneumocystis pneumonia who developed chemical cellulitis and ulceration following the extravasation of intravenous pentamidine into the soft tissues of the left hand and forearm
2907,ade,This is a report of a renal transplant patient with Pneumocystis pneumonia who developed chemical cellulitis and ulceration following the extravasation of intravenous pentamidine into the soft tissues of the left hand and forearm
2908,ade,OBSERVATIONS A 48 year old woman presented with disfiguring facial edema 10 weeks after she began antiviral therapy with peginterferon alfa 2a and ribavirin for chronic hepatitis C infection
2909,ade,OBSERVATIONS A 48 year old woman presented with disfiguring facial edema 10 weeks after she began antiviral therapy with peginterferon alfa 2a and ribavirin for chronic hepatitis C infection
2910,ade,Tumor volume increase at beginning of primary treatment with topical interferon alpha 2 beta in a case of conjunctiva cornea intraepithelial neoplasia
2911,ade,Flecainide overdose can rapidly result in profound cardiovascular collapse and is associated with a relatively high mortality
2912,ade,Managing cardiovascular collapse in severe flecainide overdose without recourse to extracorporeal therapy
2913,ade,Ezetimibe induced acute pancreatitis
2914,ade,Since its FDA approval in 2002 there are no known citations of ezetimibe induced pancreatitis
2915,ade,Selective estrogen receptor modulator raloxifene associated aggravation of nonalcoholic steatohepatitis
2916,ade,This is the first histologically confirmed case of NASH that was aggravated by raloxifene
2917,ade,A case of liver damage following treatment with Danazol for fibrocystic breast disease is reported
2918,ade,Hepatic damage after danazol treatment
2919,ade,Hypersensitivity pneumonitis like syndrome associated with the use of lenalidomide
2920,ade,In this report we describe a patient receiving lenalidomide in whom dyspnea fever hypoxia and diffuse pulmonary infiltrates developed
2921,ade,In this report we describe a patient receiving lenalidomide in whom dyspnea fever hypoxia and diffuse pulmonary infiltrates developed
2922,ade,In this report we describe a patient receiving lenalidomide in whom dyspnea fever hypoxia and diffuse pulmonary infiltrates developed
2923,ade,In this report we describe a patient receiving lenalidomide in whom dyspnea fever hypoxia and diffuse pulmonary infiltrates developed
2924,ade,Physicians should be cognizant of this potential complication in patients receiving thalidomide or thalidomide like drugs who present with fever and pulmonary infiltrates and fail to improve despite treatment with broad spectrum antibiotics
2925,ade,Physicians should be cognizant of this potential complication in patients receiving thalidomide or thalidomide like drugs who present with fever and pulmonary infiltrates and fail to improve despite treatment with broad spectrum antibiotics
2926,ade,Thus the patient's clinical course and workup strongly support a diagnosis of lenalidomide induced hypersensitivity pneumonitis like syndrome
2927,ade,Intravitreal triamcinolone may have had an influence on the exacerbation of retinochoroiditis in the posterior pole of the patient
2928,ade,A 40 year old man with advanced HIV infection and Mycobacterium avium complex infection experienced rapid cognitive decline after commencement of ethambutol and symptoms fully resolved with cessation
2929,ade,Ethambutol toxicity manifesting as acute onset psychosis
2930,ade,Psoriasis induced by interferon alpha
2931,ade,Recombinant human interferon alpha has been used in the treatment of several cancers but there have been several reports that it may exacerbate psoriasis or trigger off its onset
2932,ade,We report four patients three of whom first developed psoriasis and one who had an aggravation of the condition during treatment with interferon alpha
2933,ade,A 61 year old man with early diffuse cutaneous scleroderma with myositis and progressive interstitial pneumonia developed generalized erythema with high fever 3 weeks after taking sulfamethoxazole trimethoprim
2934,ade,A 61 year old man with early diffuse cutaneous scleroderma with myositis and progressive interstitial pneumonia developed generalized erythema with high fever 3 weeks after taking sulfamethoxazole trimethoprim
2935,ade,INTRODUCTION We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication
2936,ade,INTRODUCTION We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication
2937,ade,INTRODUCTION We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication
2938,ade,INTRODUCTION We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication
2939,ade,Neurointensive care management of raised intracranial pressure caused by severe valproic acid intoxication
2940,ade,Bleomycin induced hyperpigmentation with yolk sac tumor
2941,ade,The hyperpigmentation was diffuse scattered flagellate like and linear streaking which was thought to be mainly related to the skin toxicity of bleomycin
2942,ade,We report a child with yolk sac tumor who developed localized pigmentation after the first course of chemotherapy regimen that included cisplatin etoposide and bleomycin
2943,ade,We report a child with yolk sac tumor who developed localized pigmentation after the first course of chemotherapy regimen that included cisplatin etoposide and bleomycin
2944,ade,We report a child with yolk sac tumor who developed localized pigmentation after the first course of chemotherapy regimen that included cisplatin etoposide and bleomycin
2945,ade,A cause effect relationship to capecitabine was suggested due to resolution of headache with capecitabine withdrawal and reappearance with capecitabine rechallenge
2946,ade,BACKGROUND Headaches have been reported as a potential side effect of capecitabine therapy
2947,ade,Capecitabine induced headache responding to diltiazem
2948,ade,CCBs should be considered in the treatment of 5 FU or capecitabine induced headaches
2949,ade,CCBs should be considered in the treatment of 5 FU or capecitabine induced headaches
2950,ade,The patient developed grade 3 capecitabine induced headache
2951,ade,We hypothesize that capecitabine induced headache is vascular in nature
2952,ade,Brugada type electrocardiographic changes induced by concomitant use of lithium and propafenone in patient with Wolff Parkinson White syndrome
2953,ade,Brugada type electrocardiographic changes induced by concomitant use of lithium and propafenone in patient with Wolff Parkinson White syndrome
2954,ade,We report a case of ST elevation in right precordial leads compatible with type 1 Brugada syndrome following administration of propafenone in a patient with Wolff Parkinson White syndrome who was receiving lithium at concentrations within therapeutic levels
2955,ade,We report a case of ST elevation in right precordial leads compatible with type 1 Brugada syndrome following administration of propafenone in a patient with Wolff Parkinson White syndrome who was receiving lithium at concentrations within therapeutic levels
2956,ade,We postulate that gastritis caused by dexamethasone mucositis caused by doxorubicin and the unique anatomic nature of a Meckel diverticulum may have contributed to this extremely unlikely and previously unreported event
2957,ade,We postulate that gastritis caused by dexamethasone mucositis caused by doxorubicin and the unique anatomic nature of a Meckel diverticulum may have contributed to this extremely unlikely and previously unreported event
2958,ade,Bortezomib induced paralytic ileus is a potential gastrointestinal side effect of this first in class anticancer proteasome inhibitor
2959,ade,Bortezomib induced paralytic ileus is a potential gastrointestinal side effect of this first in class anticancer proteasome inhibitor
2960,ade,Paralytic ileus in patients undergoing bortezomib treatment has been reported although a definite attribution to bortezomib administration has not been established
2961,ade,We report a myeloma patient who developed severe paralytic ileus during bortezomib therapy which presented in the context of progressive constipation without other known causes and which regressed promptly with medical management after drug cessation suggesting a direct causal relationship
2962,ade,A woman developed delusional parasitosis when taking phenelzine
2963,ade,Delusional parasitosis associated with phenelzine
2964,ade,Interstitial pneumonitis and alveolar hemorrhage complicating use of rituximab case report and review of the literature
2965,ade,Interstitial pneumonitis and alveolar hemorrhage complicating use of rituximab case report and review of the literature
2966,ade,The use of rituximab has been uncommonly associated with delayed pulmonary toxicity
2967,ade,Fulminant metoclopramide induced neuroleptic malignant syndrome rapidly responsive to intravenous dantrolene
2968,ade,We report a case of fulminant neuroleptic malignant syndrome in a man aged 70 developing within 12 hours of starting six hourly intravenous metoclopramide
2969,ade,The clinical symptoms of gastric mucosa foveolar hyperplasia due to long term PGE1 therapy simulate hypertrophic pyloric stenosis
2970,ade,The results of the ultrasound examination combined with clinical anamnesis allowed diagnosis of gastric mucosa foveolar hyperplasia due to prolonged PGE1 therapy
2971,ade,A 79 year old man with ischemic heart disease chronic atrial fibrillation chronic renal failure hypothyroidism and gout arthritis was hospitalized because of fatigue myalgia and leg weakness shortly after starting treatment with colchicine
2972,ade,A 79 year old man with ischemic heart disease chronic atrial fibrillation chronic renal failure hypothyroidism and gout arthritis was hospitalized because of fatigue myalgia and leg weakness shortly after starting treatment with colchicine
2973,ade,A 79 year old man with ischemic heart disease chronic atrial fibrillation chronic renal failure hypothyroidism and gout arthritis was hospitalized because of fatigue myalgia and leg weakness shortly after starting treatment with colchicine
2974,ade,A case of colchicine induced rhabdomyolysis is reported
2975,ade,Colchicine induced rhabdomyolysis is a rare complication and the postulated mechanisms and risk factors for this severe complication are discussed
2976,ade,Colchicine induced rhabdomyolysis
2977,ade,Investigation confirmed the diagnosis of rhabdomyolysis and discontinuation of colchicine resulted in resolution of clinical and biochemical features of rhabdomylysis
2978,ade,5 Fluorouracil cardiotoxicity complicating treatment of stage IIB cervical cancer  case report
2979,ade,CONCLUSION Acetic acid is corrosive and may cause vagina bleeding
2980,ade,Induction of systemic lupus erythematosus by interferon gamma in a patient with rheumatoid arthritis
2981,ade,The development of systemic lupus erythematosus (SLE) after 38 months of therapy with recombinant human interferon gamma (rIFN gamma) was observed in a patient with rheumatoid arthritis
2982,ade,The development of systemic lupus erythematosus (SLE) after 38 months of therapy with recombinant human interferon gamma (rIFN gamma) was observed in a patient with rheumatoid arthritis
2983,ade,The development of systemic lupus erythematosus (SLE) after 38 months of therapy with recombinant human interferon gamma (rIFN gamma) was observed in a patient with rheumatoid arthritis
2984,ade,The development of systemic lupus erythematosus (SLE) after 38 months of therapy with recombinant human interferon gamma (rIFN gamma) was observed in a patient with rheumatoid arthritis
2985,ade,We assume that rIFN gamma induced the de novo development of SLE in our patient
2986,ade,Bisphosphonate induced osteochemonecrosis of the jaw mimicking a tumour
2987,ade,Clozapine induced eosinophilia and switch to quetiapine in a patient with chronic schizophrenia with suicidal tendencies
2988,ade,Drug induced eosinophilia is a non dose dependent side effect of clozapine
2989,ade,Occasionally despite good therapeutic response clozapine must be stopped due to dangerous side effects such as agranulocytosis
2990,ade,Metformin associated lactic acidosis (MALA) is a serious metabolic complication that occurs because of metformin accumulation in patients who become dehydrated or developed acute renal failure
2991,ade,Metformin associated lactic acidosis (MALA) is a serious metabolic complication that occurs because of metformin accumulation in patients who become dehydrated or developed acute renal failure
2992,ade,Metformin associated lactic acidosis precipitated by diarrhea
2993,ade,An apparent link is described between the use of MMF with prednisone to treat pemphigus vulgaris and the development of red blood cell anemia
2994,ade,An apparent link is described between the use of MMF with prednisone to treat pemphigus vulgaris and the development of red blood cell anemia
2995,ade,Red blood cell anemia in a patient with pemphigus vulgaris induced by the use of mycophenolate mofetil and prednisone
2996,ade,Red blood cell anemia in a patient with pemphigus vulgaris induced by the use of mycophenolate mofetil and prednisone
2997,ade,The dermatology literature heretofore has not noted that anemia is a side effect of patients taking MMF to treat pemphigus
2998,ade,This report suggests that anemia can occur due to MMF in particular when it is given with prednisone a side effect well documented in the transplantation literature when the triple combination of MMF cyclosporine and prednisone is used
2999,ade,This report suggests that anemia can occur due to MMF in particular when it is given with prednisone a side effect well documented in the transplantation literature when the triple combination of MMF cyclosporine and prednisone is used
3000,ade,This report suggests that anemia can occur due to MMF in particular when it is given with prednisone a side effect well documented in the transplantation literature when the triple combination of MMF cyclosporine and prednisone is used
3001,ade,This report suggests that anemia can occur due to MMF in particular when it is given with prednisone a side effect well documented in the transplantation literature when the triple combination of MMF cyclosporine and prednisone is used
3002,ade,This report suggests that anemia can occur due to MMF in particular when it is given with prednisone a side effect well documented in the transplantation literature when the triple combination of MMF cyclosporine and prednisone is used
3003,ade,A search of the United States Food and Drug Administration's Adverse Event Reporting System identified nine cases of oxcarbazepine associated angioedema in pediatric patients aged 16 years and younger
3004,ade,Clinical profile of oxcarbazepine related angioneurotic edema case report and review
3005,ade,Oxcarbazepine associated angioedema manifested by swelling of the face eyes lips or tongue or difficulty swallowing or breathing (or both) is a rare but potentially life threatening reaction for which early recognition and management are vital
3006,ade,We describe in detail the first U.S. case report of a 4(1 2) year old boy who experienced angioedema during treatment with oxcarbazepine
3007,ade,Here we describe another case of VOD occurring after LT but in which the causative role was played by azathioprine
3008,ade,One case of tacrolimus induced hepatic VOD developing after lung transplantation (LT) has been recently reported
3009,ade,Carbamazepine hypersensitivity syndrome is a rare life threatening condition
3010,ade,A patient with chronic myelomonocytic leukemia developed drug induced pulmonary toxicity after using low dose oral etoposide
3011,ade,Because etoposide induced pulmonary toxicity is an uncommon but serious adverse event clinicians must be vigilant about the possibility of it so that the optimal treatment can start as soon as possible
3012,ade,PET scintigraphy of etoposide induced pulmonary toxicity
3013,ade,Detection of antineutrophil cytoplasmic antibody in a patient with L tryptophan induced eosinophilia myalgia syndrome
3014,ade,The Center for Disease Control has received numerous reports of an eosinophilia myalgia syndrome related to products containing L tryptophan
3015,ade,Here we report a case of RFP induced hypothyroidism without underlying thyroid disease
3016,ade,Rifampin induced hypothyroidism without underlying thyroid disease
3017,ade,Rifampin (RFP) increases hepatic microsomal enzyme activity and there are case reports of RFP induced hypothyroidism all associated with Hashimoto's thyroiditis
3018,ade,Rifampin (RFP) increases hepatic microsomal enzyme activity and there are case reports of RFP induced hypothyroidism all associated with Hashimoto's thyroiditis
3019,ade,Rifampin (RFP) increases hepatic microsomal enzyme activity and there are case reports of RFP induced hypothyroidism all associated with Hashimoto's thyroiditis
3020,ade,Rifampin (RFP) increases hepatic microsomal enzyme activity and there are case reports of RFP induced hypothyroidism all associated with Hashimoto's thyroiditis
3021,ade,A patient is described who developed a rapid onset of pulmonary fibrosis following treatment with a new non steroidal anti inflammatory drug nabumetone
3022,ade,Pulmonary fibrosis associated with nabumetone
3023,ade,Cyclosporine is a potent inhibitor of simvastatin metabolism and may therefore facilitate simvastatin induced rhabdomyolysis
3024,ade,Cyclosporine is a potent inhibitor of simvastatin metabolism and may therefore facilitate simvastatin induced rhabdomyolysis
3025,ade,Discontinuation of simvastatin and cyclosporine resulted in resolution of rhabdomyolysis and normalization of renal function
3026,ade,Discontinuation of simvastatin and cyclosporine resulted in resolution of rhabdomyolysis and normalization of renal function
3027,ade,Simvastatin induced rhabdomyolysis following cyclosporine treatment for uveitis
3028,ade,Simvastatin induced rhabdomyolysis following cyclosporine treatment for uveitis
3029,ade,Generalized lichen nitidus with involvement of the palms following interferon alpha treatment
3030,ade,Here we present the case of a generalized lichen nitidus with involvement of the palms in a patient with hepatitis C after systemic treatment with interferon alpha and ribavirin
3031,ade,Here we present the case of a generalized lichen nitidus with involvement of the palms in a patient with hepatitis C after systemic treatment with interferon alpha and ribavirin
3032,ade,It is tempting to speculate that interferon alpha may be involved in the pathogenesis of lichen nitidus
3033,ade,Sirolimus eluting stent thrombosis several years after clopidogrel discontinuation
3034,ade,Treatment of APL in pregnancy is controversial as the use of ATRA has been questioned due to the teratogenic effect of retinoids
3035,ade,Interstitial lung disease (ILD) related to therapy with the drug gefitinib has been well reported
3036,ade,Interstitial lung disease (ILD) related to therapy with the drug gefitinib has been well reported
3037,ade,Pulmonary toxicity associated with erlotinib
3038,ade,Similar to reports in patients receiving gefitinib those with pathologic findings of UIP on resected lung specimens or known pulmonary fibrosis may be at particular risk for erlotinib pulmonary toxicity
3039,ade,Similar to reports in patients receiving gefitinib those with pathologic findings of UIP on resected lung specimens or known pulmonary fibrosis may be at particular risk for erlotinib pulmonary toxicity
3040,ade,This case and other published evidence should alert physicians to the possibility of fatal erlotinib induced ILD
3041,ade,We report a case of fatal pulmonary toxicity in a patient with advanced non small cell lung cancer who received erlotinib
3042,ade,It has been reported that fluoroquinolone antimicrobials prolong the corrected QT interval but rarely cause torsade de pointes
3043,ade,Torsade de pointes associated with moxifloxacin a rare but potentially fatal adverse event
3044,ade,AIM To report three cases of extensive skin necrosis in cirrhotic patients treated with the vasoconstrictor agent terlipressin (Glypressin)
3045,ade,AIM To report three cases of extensive skin necrosis in cirrhotic patients treated with the vasoconstrictor agent terlipressin (Glypressin)
3046,ade,Both colchicine and statin therapy may be associated with myopathy which usually occurs after several months of therapy
3047,ade,Both colchicine and statin therapy may be associated with myopathy which usually occurs after several months of therapy
3048,ade,Rapid onset of muscle weakness (rhabdomyolysis) associated with the combined use of simvastatin and colchicine
3049,ade,Rapid onset of muscle weakness (rhabdomyolysis) associated with the combined use of simvastatin and colchicine
3050,ade,Rapid onset of muscle weakness (rhabdomyolysis) associated with the combined use of simvastatin and colchicine
3051,ade,Rapid onset of muscle weakness (rhabdomyolysis) associated with the combined use of simvastatin and colchicine
3052,ade,The concomitant use however of colchicine and statin has been associated with the rapid onset of muscle weakness
3053,ade,The concomitant use however of colchicine and statin has been associated with the rapid onset of muscle weakness
3054,ade,We report a case of a patient with mild chronic renal insufficiency who had been taking simvastatin for over a year and developed acute weakness within 3 weeks after the start of treatment with colchicine for acute gouty bursitis
3055,ade,We report a case of a patient with mild chronic renal insufficiency who had been taking simvastatin for over a year and developed acute weakness within 3 weeks after the start of treatment with colchicine for acute gouty bursitis
3056,ade,We report a case of a patient with mild chronic renal insufficiency who had been taking simvastatin for over a year and developed acute weakness within 3 weeks after the start of treatment with colchicine for acute gouty bursitis
3057,ade,Pneumocystis carinii pneumonia as a complication of methotrexate treatment of asthma
3058,ade,Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever pulmonary infiltrates and hypoxia
3059,ade,Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever pulmonary infiltrates and hypoxia
3060,ade,Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever pulmonary infiltrates and hypoxia
3061,ade,Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever pulmonary infiltrates and hypoxia
