true_label,true_sent,pred_label,pres_sent
1,Association of Antidementia Therapies With Time to Skilled Nursing Facility Admission and Cardiovascular Events Among Elderly Adults With Alzheimer Disease.,1,Association of Antidementia Therapies With Time to Skilled Nursing Facility Admission and Cardiovascular Events Among Elderly Adults With Alzheimer Disease.
1,Proximity to Parental Symptom Onset and Amyloid-β Burden in Sporadic Alzheimer Disease.,1,Proximity to Parental Symptom Onset and Amyloid-β Burden in Sporadic Alzheimer Disease.
1,Association of In Vivo [18F]AV-1451 Tau PET Imaging Results With Cortical Atrophy and Symptoms in Typical and Atypical Alzheimer Disease.,1,Association of In Vivo [18F]AV-1451 Tau PET Imaging Results With Cortical Atrophy and Symptoms in Typical and Atypical Alzheimer Disease.
1,Early behavioural changes in familial Alzheimer's disease in the Dominantly Inherited Alzheimer Network.,1,Early behavioural changes in familial Alzheimer's disease in the Dominantly Inherited Alzheimer Network.
0,Alzheimer Disease.,0,Alzheimer Disease.
1,Intrahippocampal Transplantation of Undifferentiated Human Chorionic- Derived Mesenchymal Stem Cells Does Not Improve Learning and Memory in the Rat Model of Sporadic Alzheimer Disease.,1,Intrahippocampal Transplantation of Undifferentiated Human Chorionic- Derived Mesenchymal Stem Cells Does Not Improve Learning and Memory in the Rat Model of Sporadic Alzheimer Disease.
0,Early- and late-onset Alzheimer disease: Are they the same entity?,0,Early- and late-onset Alzheimer disease: Are they the same entity?
1,The Role of Cardiovascular Risk Factors and Stroke in Familial Alzheimer Disease.,0,The Role of Cardiovascular Risk Factors and Stroke in Familial Alzheimer Disease.
1,Scores Obtained from a Simple Cognitive Test of Visuospatial Episodic Memory Performed Decades before Death Are Associated with the Ultimate Presence of Alzheimer Disease Pathology.,1,Scores Obtained from a Simple Cognitive Test of Visuospatial Episodic Memory Performed Decades before Death Are Associated with the Ultimate Presence of Alzheimer Disease Pathology.
1,Association between blood pressure and Alzheimer disease measured up to 27 years prior to diagnosis: the HUNT Study.,1,Association between blood pressure and Alzheimer disease measured up to 27 years prior to diagnosis: the HUNT Study.
1,"Well, good luck with that: reactions to learning of increased genetic risk for Alzheimer disease.",0,"Well, good luck with that: reactions to learning of increased genetic risk for Alzheimer disease."
1,Regional 18F-Fluorodeoxyglucose Hypometabolism is Associated with Higher Apathy Scores Over Time in Early Alzheimer Disease.,1,Regional 18F-Fluorodeoxyglucose Hypometabolism is Associated with Higher Apathy Scores Over Time in Early Alzheimer Disease.
1,Intranetwork and internetwork connectivity in patients with Alzheimer disease and the association with cerebrospinal fluid biomarker levels.,1,Intranetwork and internetwork connectivity in patients with Alzheimer disease and the association with cerebrospinal fluid biomarker levels.
1,Protective effect of raisin (currant) against spatial memory impairment and oxidative stress in Alzheimer disease model.,1,Protective effect of raisin (currant) against spatial memory impairment and oxidative stress in Alzheimer disease model.
1,Incremental Validity of Montreal Cognitive Assessment Index Scores in Mild Cognitive Impairment and Alzheimer Disease.,1,Incremental Validity of Montreal Cognitive Assessment Index Scores in Mild Cognitive Impairment and Alzheimer Disease.
1,Aberrant Connectivity in Mild Cognitive Impairment and Alzheimer Disease Revealed by Multimodal Neuroimaging Data.,1,Aberrant Connectivity in Mild Cognitive Impairment and Alzheimer Disease Revealed by Multimodal Neuroimaging Data.
1,Education-Adjusted Normality Thresholds for FDG-PET in the Diagnosis of Alzheimer Disease.,1,Education-Adjusted Normality Thresholds for FDG-PET in the Diagnosis of Alzheimer Disease.
0,Nutrition and Alzheimer Disease.,0,Nutrition and Alzheimer Disease.
1,Role of gut microbiota and nutrients in amyloid formation and pathogenesis of Alzheimer disease.,1,Role of gut microbiota and nutrients in amyloid formation and pathogenesis of Alzheimer disease.
0,Meta-analysis of the rs2075650 polymorphism and risk of Alzheimer disease.,1,Meta-analysis of the rs2075650 polymorphism and risk of Alzheimer disease.
1,The impact of transcranial magnetic stimulation on diagnostic confidence in patients with Alzheimer disease.,1,The impact of transcranial magnetic stimulation on diagnostic confidence in patients with Alzheimer disease.
0,Caregivers' Perspectives of Quality of Life of People With Young- and Late-Onset Alzheimer Disease.,1,Caregivers' Perspectives of Quality of Life of People With Young- and Late-Onset Alzheimer Disease.
0,Neuropathologic assessment of participants in two multi-center longitudinal observational studies: the Alzheimer Disease Neuroimaging Initiative (ADNI) and the Dominantly Inherited Alzheimer Network (DIAN).,0,Neuropathologic assessment of participants in two multi-center longitudinal observational studies: the Alzheimer Disease Neuroimaging Initiative (ADNI) and the Dominantly Inherited Alzheimer Network (DIAN).
0,Asymptomatic Alzheimer disease: Defining resilience.,0,Asymptomatic Alzheimer disease: Defining resilience.
0,Head-to-Head Visual Comparison between Brain Perfusion SPECT and Arterial Spin-Labeling MRI with Different Postlabeling Delays in Alzheimer Disease.,0,Head-to-Head Visual Comparison between Brain Perfusion SPECT and Arterial Spin-Labeling MRI with Different Postlabeling Delays in Alzheimer Disease.
1,NIA-AA staging of preclinical Alzheimer disease: discordance and concordance of CSF and imaging biomarkers.,0,NIA-AA staging of preclinical Alzheimer disease: discordance and concordance of CSF and imaging biomarkers.
1,Sex differences in Alzheimer disease - the gateway to precision medicine.,0,Sex differences in Alzheimer disease - the gateway to precision medicine.
1,Occupational exposure to extremely low frequency magnetic fields and risk of Alzheimer disease: A systematic review and meta-analysis.,0,Occupational exposure to extremely low frequency magnetic fields and risk of Alzheimer disease: A systematic review and meta-analysis.
1,"Defective Insulin Signalling, Mediated by Inflammation, Connects Obesity to Alzheimer Disease; Relevant Pharmacological Therapies and Preventive Dietary Interventions.",1,"Defective Insulin Signalling, Mediated by Inflammation, Connects Obesity to Alzheimer Disease; Relevant Pharmacological Therapies and Preventive Dietary Interventions."
0,Alzheimer disease.,0,Alzheimer disease.
1,Combinatorial Treatment Using Umbilical Cord Perivascular Cells and Aβ Clearance Rescues Vascular Function Following Transient Hypertension in a Rat Model of Alzheimer Disease.,1,Combinatorial Treatment Using Umbilical Cord Perivascular Cells and Aβ Clearance Rescues Vascular Function Following Transient Hypertension in a Rat Model of Alzheimer Disease.
1,Association of Rare Coding Mutations With Alzheimer Disease and Other Dementias Among Adults of European Ancestry.,1,Association of Rare Coding Mutations With Alzheimer Disease and Other Dementias Among Adults of European Ancestry.
1,Comparisons between traditional medicines and pharmacotherapies for Alzheimer disease: A systematic review and meta-analysis of cognitive outcomes.,0,Comparisons between traditional medicines and pharmacotherapies for Alzheimer disease: A systematic review and meta-analysis of cognitive outcomes.
1,Associations of the Top 20 Alzheimer Disease Risk Variants With Brain Amyloidosis.,1,Associations of the Top 20 Alzheimer Disease Risk Variants With Brain Amyloidosis.
1,A test of lens opacity as an indicator of preclinical Alzheimer Disease.,0,A test of lens opacity as an indicator of preclinical Alzheimer Disease.
1,Longitudinal cognitive and biomarker changes in dominantly inherited Alzheimer disease.,0,Longitudinal cognitive and biomarker changes in dominantly inherited Alzheimer disease.
1,Nicotinamide mononucleotide inhibits JNK activation to reverse Alzheimer disease.,1,Nicotinamide mononucleotide inhibits JNK activation to reverse Alzheimer disease.
0,Neurological manifestations of autosomal dominant familial Alzheimer's disease: a comparison of the published literature with the Dominantly Inherited Alzheimer Network observational study (DIAN-OBS).,0,Neurological manifestations of autosomal dominant familial Alzheimer's disease: a comparison of the published literature with the Dominantly Inherited Alzheimer Network observational study (DIAN-OBS).
1,Investigation of gene expression and serum levels of PIN1 and eNOS with high blood pressure in patients with Alzheimer disease.,0,Investigation of gene expression and serum levels of PIN1 and eNOS with high blood pressure in patients with Alzheimer disease.
1,Patient Mood and Instrumental Activities of Daily Living in Alzheimer Disease: Relationship Between Patient and Caregiver Reports.,0,Patient Mood and Instrumental Activities of Daily Living in Alzheimer Disease: Relationship Between Patient and Caregiver Reports.
1,Emerging ocular biomarkers of Alzheimer disease.,1,Emerging ocular biomarkers of Alzheimer disease.
1,Profiles of β-Amyloid Peptides and Key Secretases in Brain Autopsy Samples Differ with Sex and APOE ε4 Status: Impact for Risk and Progression of Alzheimer Disease.,1,Profiles of β-Amyloid Peptides and Key Secretases in Brain Autopsy Samples Differ with Sex and APOE ε4 Status: Impact for Risk and Progression of Alzheimer Disease.
1,Polygenic risk of Alzheimer disease is associated with early- and late-life processes.,1,Polygenic risk of Alzheimer disease is associated with early- and late-life processes.
1,Targeting Functional Decline in Alzheimer Disease: A Randomized Trial.,0,Targeting Functional Decline in Alzheimer Disease: A Randomized Trial.
1,Neuropsychiatric symptoms predict hypometabolism in preclinical Alzheimer disease.,1,Neuropsychiatric symptoms predict hypometabolism in preclinical Alzheimer disease.
1,Pleiotropic Benefits of the Angiotensin Receptor Blocker Candesartan in a Mouse Model of Alzheimer Disease.,0,Pleiotropic Benefits of the Angiotensin Receptor Blocker Candesartan in a Mouse Model of Alzheimer Disease.
1,Sex and Race Differences in the Association Between Statin Use and the Incidence of Alzheimer Disease.,1,Sex and Race Differences in the Association Between Statin Use and the Incidence of Alzheimer Disease.
1,Dysregulated Metabolism of the Amyloid-β Protein and Therapeutic Approaches in Alzheimer Disease.,0,Dysregulated Metabolism of the Amyloid-β Protein and Therapeutic Approaches in Alzheimer Disease.
1,Oxidative stress in Alzheimer disease as a target for therapy.,0,Oxidative stress in Alzheimer disease as a target for therapy.
1,Spatiotemporal Distribution of β-Amyloid in Alzheimer Disease Is the Result of Heterogeneous Regional Carrying Capacities.,1,Spatiotemporal Distribution of β-Amyloid in Alzheimer Disease Is the Result of Heterogeneous Regional Carrying Capacities.
1,Circadian Rest-Activity Pattern Changes in Aging and Preclinical Alzheimer Disease.,0,Circadian Rest-Activity Pattern Changes in Aging and Preclinical Alzheimer Disease.
0,A phase 3 trial of IV immunoglobulin for Alzheimer disease.,0,A phase 3 trial of IV immunoglobulin for Alzheimer disease.
1,Cognitive and functional progression in Alzheimer disease: A prediction model of latent classes.,0,Cognitive and functional progression in Alzheimer disease: A prediction model of latent classes.
1,"Therapeutic Role of Transcranial Direct Current Stimulation in Alzheimer Disease Patients: Double-Blind, Placebo-Controlled Clinical Trial.",0,"Therapeutic Role of Transcranial Direct Current Stimulation in Alzheimer Disease Patients: Double-Blind, Placebo-Controlled Clinical Trial."
1,Association Between Amyloid and Tau Accumulation in Young Adults With Autosomal Dominant Alzheimer Disease.,1,Association Between Amyloid and Tau Accumulation in Young Adults With Autosomal Dominant Alzheimer Disease.
1,Discovery of gene-gene interactions across multiple independent data sets of late onset Alzheimer disease from the Alzheimer Disease Genetics Consortium.,1,Discovery of gene-gene interactions across multiple independent data sets of late onset Alzheimer disease from the Alzheimer Disease Genetics Consortium.
1,Mild cognitive impairment due to Alzheimer disease: Contemporary approaches to diagnostics and pharmacological intervention.,1,Mild cognitive impairment due to Alzheimer disease: Contemporary approaches to diagnostics and pharmacological intervention.
0,An MRI measure of degenerative and cerebrovascular pathology in Alzheimer disease.,0,An MRI measure of degenerative and cerebrovascular pathology in Alzheimer disease.
0,Are Linear Measurements of the Nucleus Basalis of Meynert Suitable as a Diagnostic Biomarker in Mild Cognitive Impairment and Alzheimer Disease?,0,Are Linear Measurements of the Nucleus Basalis of Meynert Suitable as a Diagnostic Biomarker in Mild Cognitive Impairment and Alzheimer Disease?
1,Donepezil's Effects on Brain Functions of Patients With Alzheimer Disease: A Regional Homogeneity Study Based on Resting-State Functional Magnetic Resonance Imaging.,1,Donepezil's Effects on Brain Functions of Patients With Alzheimer Disease: A Regional Homogeneity Study Based on Resting-State Functional Magnetic Resonance Imaging.
1,Multifunctional liposomes delay phenotype progression and prevent memory impairment in a presymptomatic stage mouse model of Alzheimer disease.,1,Multifunctional liposomes delay phenotype progression and prevent memory impairment in a presymptomatic stage mouse model of Alzheimer disease.
1,Brain and blood metabolite signatures of pathology and progression in Alzheimer disease: A targeted metabolomics study.,0,Brain and blood metabolite signatures of pathology and progression in Alzheimer disease: A targeted metabolomics study.
0,Evaluating Cognitive Reserve Through the Prism of Preclinical Alzheimer Disease.,0,Evaluating Cognitive Reserve Through the Prism of Preclinical Alzheimer Disease.
1,Potential Role of Aminoprocalcitonin in the Pathogenesis of Alzheimer Disease.,1,Potential Role of Aminoprocalcitonin in the Pathogenesis of Alzheimer Disease.
0,Active Vaccines for Alzheimer Disease Treatment.,1,Active Vaccines for Alzheimer Disease Treatment.
1,Thal Amyloid Stages Do Not Significantly Impact the Correlation Between Neuropathological Change and Cognition in the Alzheimer Disease Continuum.,1,Thal Amyloid Stages Do Not Significantly Impact the Correlation Between Neuropathological Change and Cognition in the Alzheimer Disease Continuum.
1,Protective properties of lysozyme on β-amyloid pathology: implications for Alzheimer disease.,0,Protective properties of lysozyme on β-amyloid pathology: implications for Alzheimer disease.
1,Predictors of family caregiver ratings of patient quality of life in Alzheimer disease: cross-sectional results from the Canadian Alzheimer's Disease Quality of Life Study.,1,Predictors of family caregiver ratings of patient quality of life in Alzheimer disease: cross-sectional results from the Canadian Alzheimer's Disease Quality of Life Study.
0,Genetic Comparison of Symptomatic and Asymptomatic Persons With Alzheimer Disease Neuropathology.,,
1,Effects of multiple genetic loci on age at onset in late-onset Alzheimer disease: a genome-wide association study.,,
1,Genetic assessment of age-associated Alzheimer disease risk: Development and validation of a polygenic hazard score.,,
1,Raspberry ketone preserved cholinergic activity and antioxidant defense in obesity induced Alzheimer disease in rats.,,
0,Vitamin D and the risk of dementia and Alzheimer disease.,,
1,The sociodemographic characteristics and dietary and blood plasma fatty acid profiles of elderly Saudi women with Alzheimer disease.,,
1,Protein nitration profile of CD3<sup>+</sup> lymphocytes from Alzheimer disease patients: Novel hints on immunosenescence and biomarker detection.,,
1,Subcutaneous administration of liraglutide ameliorates learning and memory impairment by modulating tau hyperphosphorylation via the glycogen synthase kinase-3β pathway in an amyloid β protein induced alzheimer disease mouse model.,,
0,Comparison of CSF Distribution between Idiopathic Normal Pressure Hydrocephalus and Alzheimer Disease.,,
1,Longitudinal β-Amyloid Deposition and Hippocampal Volume in Preclinical Alzheimer Disease and Suspected Non-Alzheimer Disease Pathophysiology.,,
1,Structural brain differences between monolingual and multilingual patients with mild cognitive impairment and Alzheimer disease: Evidence for cognitive reserve.,,
1,Alzheimer Disease: Pharmacologic and Nonpharmacologic Therapies for Cognitive and Functional Symptoms.,,
0,Age-specific incidence rates for dementia and Alzheimer disease in NIA-LOAD/NCRAD and EFIGA families: National Institute on Aging Genetics Initiative for Late-Onset Alzheimer Disease/National Cell Repository for Alzheimer Disease (NIA-LOAD/NCRAD) and Estudio Familiar de Influencia Genetica en Alzheimer (EFIGA).,,
0,Alzheimer disease biomarkers may aid in the prognosis of MCI cases initially reverted to normal.,,
1,Anosognosia and Its Relation to Psychiatric Symptoms in Early-Onset Alzheimer Disease.,,
1,"Clinical phenotype, atrophy, and small vessel disease in <i>APOE</i>ε2 carriers with Alzheimer disease.",,
1,Association of Plasma Neurofilament Light With Neurodegeneration in Patients With Alzheimer Disease.,,
1,Evaluation of brain perfusion in Alzheimer disease with perfusion computed tomography and comparison to elderly patient without dementia.,,
0,Antipsychotic Use and the Risk of Initiating Medication for Benign Prostate Hyperplasia in Persons With Alzheimer Disease: A Matched Cohort Study.,,
1,Odorant Item Specific Olfactory Identification Deficit May Differentiate Alzheimer Disease From Aging.,,
1,Inactivation of Nitric Oxide Synthesis Exacerbates the Development of Alzheimer Disease Pathology in APPPS1 Mice (Amyloid Precursor Protein/Presenilin-1).,,
0,Subjective cognitive concerns and neuropsychiatric predictors of progression to the early clinical stages of Alzheimer disease.,,
0,Synaptic Alterations in Mouse Models for Alzheimer Disease-A Special Focus on N-Truncated Abeta 4-42.,,
0,"Lewy Body Disease: Clinical and Pathological ""Overlap Syndrome"" Between Synucleinopathies (Parkinson Disease) and Tauopathies (Alzheimer Disease).",,
0,Correlations of <sup>18</sup>F-THK5351 PET with Postmortem Burden of Tau and Astrogliosis in Alzheimer Disease.,,
1,Association of Chronic Low-grade Inflammation With Risk of Alzheimer Disease in ApoE4 Carriers.,,
0,The Residual Center of Mass: An Image Descriptor for the Diagnosis of Alzheimer Disease.,,
0,Aberrant proteolytic processing and therapeutic strategies in Alzheimer disease.,,
0,Challenging Assumptions About African American Participation in Alzheimer Disease Trials.,,
1,Earlier detection of Alzheimer disease using N-fold cross validation approach.,,
1,Dysregulation of neurotrophin signaling in the pathogenesis of Alzheimer disease and of Alzheimer disease in Down syndrome.,,
0,The role of the immune system in Alzheimer disease: Etiology and treatment.,,
0,Poly-ubiquitin profile in Alzheimer disease brain.,,
0,Level of understanding of Alzheimer disease among caregivers and the general population.,,
1,"Alteration of mTOR signaling occurs early in the progression of Alzheimer disease (AD): analysis of brain from subjects with pre-clinical AD, amnestic mild cognitive impairment and late-stage AD.",,
0,Spontaneous low frequency BOLD signal variations from resting-state fMRI are decreased in Alzheimer disease.,,
1,Simultaneous resting-state FDG-PET/fMRI in Alzheimer Disease: Relationship between glucose metabolism and intrinsic activity.,,
0,Resistance to Alzheimer Disease Neuropathologic Changes and Apparent Cognitive Resilience in the Nun and Honolulu-Asia Aging Studies.,,
1,Regulation and effects of neurotrophic factors after neural stem cell transplantation in a transgenic mouse model of Alzheimer disease.,,
1,"Associations between tau, Aβ, and cortical thickness with cognition in Alzheimer disease.",,
0,Optimization of DARTEL Settings for the Detection of Alzheimer Disease.,,
0,Alzheimer disease pathology and the cerebrospinal fluid proteome.,,
0,Multifactorial Analysis of a Biomarker Pool for Alzheimer Disease Risk in a North Indian Population.,,
1,Serum neurofilament light in familial Alzheimer disease: A marker of early neurodegeneration.,,
1,Therapeutic Advancement in Alzheimer Disease: New Hopes on the Horizon?,,
0,Omics-based Biomarkers for the Early Alzheimer Disease Diagnosis and Reliable Therapeutic Targets Development.,,
1,Personality Change in the Preclinical Phase of Alzheimer Disease.,,
0,Alzheimer disease: Non-pharmacological and pharmacological management of cognition and neuropsychiatric symptoms.,,
1,Diagnostic Significance of Cortical Superficial Siderosis for Alzheimer Disease in Patients with Cognitive Impairment.,,
0,Factors associated with mixed dementia vs Alzheimer disease in elderly Mexican adults.,,
1,Regional cortical thinning predicts worsening apathy and hallucinations across the Alzheimer disease spectrum.,,
0,Identification and description of three families with familial Alzheimer disease that segregate variants in the SORL1 gene.,,
1,Participant-Informant Relationships Affect Quality of Life Ratings in Incipient and Clinical Alzheimer Disease.,,
1,Phenotypic Variability in Autosomal Dominant Familial Alzheimer Disease due to the S170F Mutation of Presenilin-1.,,
1,Frontal Lobe Function Correlates with One-Year Incidence of Urinary Incontinence in Elderly with Alzheimer Disease.,,
0,"Apelin, a promising target for Alzheimer disease prevention and treatment.",,
0,The role of vascular endothelial growth factor in neurodegeneration and cognitive decline: exploring interactions with biomarkers of Alzheimer disease.,,
0,"The Relationship Between Copper, Iron, and Selenium Levels and Alzheimer Disease.",,
0,Cerebrovascular and Alzheimer disease: fellow travelers or partners in crime?,,
1,Mood Changes in Cognitively Normal Older Adults are Linked to Alzheimer Disease Biomarker Levels.,,
0,Role of 4-hydroxy-2-nonenal (HNE) in the pathogenesis of alzheimer disease and other selected age-related neurodegenerative disorders.,,
1,Risk of death associated with new benzodiazepine use among persons with Alzheimer disease: A matched cohort study.,,
0,Time to Response to Citalopram Treatment for Agitation in Alzheimer Disease.,,
0,Minimizing the Sample Sizes of Clinical Trials on Preclinical and Early Symptomatic Stage of Alzheimer Disease.,,
0,An Animal Model of Alzheimer Disease Based on the Intrahippocampal Injection of Amyloid β-Peptide (1-42).,,
0,Triggering receptor expressed on myeloid cells 2 (TREM2): a potential therapeutic target for Alzheimer disease?,,
1,"Monoamine oxidase B is elevated in Alzheimer disease neurons, is associated with γ-secretase and regulates neuronal amyloid β-peptide levels.",,
1,Psychosis and Clinical Outcomes in Alzheimer Disease: A Longitudinal Study.,,
1,"Frailty as a Predictor of Alzheimer Disease, Vascular Dementia, and All Dementia Among Community-Dwelling Older People: A Systematic Review and Meta-Analysis.",,
1,Phenotypic Similarities Between Late-Onset Autosomal Dominant and Sporadic Alzheimer Disease: A Single-Family Case-Control Study.,,
1,Oligomers of Amyloid β Prevent Physiological Activation of the Cellular Prion Protein-Metabotropic Glutamate Receptor 5 Complex by Glutamate in Alzheimer Disease.,,
1,Adeno-Associated Viral Vector (Serotype 2)-Nerve Growth Factor for Patients With Alzheimer Disease: A Randomized Clinical Trial.,,
0,Prevalence of preclinical Alzheimer disease: Comparison of current classification systems.,,
1,Deficient neurotrophic factors of CSPG4-type neural cell exosomes in Alzheimer disease.,,
0,The hunt for brain Aβ oligomers by peripherally circulating multi-functional nanoparticles: Potential therapeutic approach for Alzheimer disease.,,
1,Biliverdin Reductase-A Mediates the Beneficial Effects of Intranasal Insulin in Alzheimer Disease.,,
1,Genetic Risk Factors for Alzheimer Disease: Emerging Roles of Microglia in Disease Pathomechanisms.,,
1,In vivo detection of microstructural correlates of brain pathology in preclinical and early Alzheimer Disease with magnetic resonance imaging.,,
1,Alzheimer Disease Biomarkers as Outcome Measures for Clinical Trials in MCI.,,
1,Extravascular CD3+ T Cells in Brains of Alzheimer Disease Patients Correlate with Tau but Not with Amyloid Pathology: An Immunohistochemical Study.,,
0,Plasma long non-coding RNA BACE1 as a novel biomarker for diagnosis of Alzheimer disease.,,
1,Calmodulin-like skin protein protects against spatial learning impairment in a mouse model of Alzheimer disease.,,
0,Multimodal PET Imaging of Amyloid and Tau Pathology in Alzheimer Disease and Non-Alzheimer Disease Dementias.,,
0,<sup>18</sup>F-Flortaucipir PET/MRI Correlations in Nonamnestic and Amnestic Variants of Alzheimer Disease.,,
1,Subjective cognitive impairment: Towards early identification of Alzheimer disease.,,
1,Association of β-Amyloid and Apolipoprotein E ε4 With Memory Decline in Preclinical Alzheimer Disease.,,
1,Risk of Hip Fracture in Benzodiazepine Users With and Without Alzheimer Disease.,,
1,Albuminuria Increases the Risks for Both Alzheimer Disease and Vascular Dementia in Community-Dwelling Japanese Elderly: The Hisayama Study.,,
0,Resting metabolic connectivity in prodromal Alzheimer's disease. A European Alzheimer Disease Consortium (EADC) project.,,
1,Antiepileptic Drug Use and the Risk of Stroke Among Community-Dwelling People With Alzheimer Disease: A Matched Cohort Study.,,
1,Effects of non-steroidal anti-inflammatory drug treatments on cognitive decline vary by phase of pre-clinical Alzheimer disease: findings from the randomized controlled Alzheimer's Disease Anti-inflammatory Prevention Trial.,,
0,How early can we diagnose Alzheimer disease (and is it sufficient)? The 2017 Wartenberg lecture.,,
1,Effects of Diabetes Mellitus on Cognitive Decline in Patients with Alzheimer Disease: A Systematic Review.,,
1,Vascular care in patients with Alzheimer disease with cerebrovascular lesions slows progression of white matter lesions on MRI: the evaluation of vascular care in Alzheimer's disease (EVA) study.,,
1,Diagnostic Utility of the Shortened Version of the Wisconsin Card Sorting Test in Patients With Sporadic Late Onset Alzheimer Disease.,,
0,Absence of Alzheimer Disease Neuropathologic Changes in Eyes of Subjects With Alzheimer Disease.,,
0,Brain alpha-amylase: a novel energy regulator important in Alzheimer disease?,,
1,AV-1451 PET imaging of tau pathology in preclinical Alzheimer disease: Defining a summary measure.,,
1,Evaluation of Small-Animal PET Outcome Measures to Detect Disease Modification Induced by BACE Inhibition in a Transgenic Mouse Model of Alzheimer Disease.,,
1,Effects of recurrent sevoflurane anesthesia on cognitive functions with streptozotocin induced Alzheimer disease.,,
1,Astrocytes infected with Chlamydia pneumoniae demonstrate altered expression and activity of secretases involved in the generation of β-amyloid found in Alzheimer disease.,,
1,Effect of Idalopirdine as Adjunct to Cholinesterase Inhibitors on Change in Cognition in Patients With Alzheimer Disease: Three Randomized Clinical Trials.,,
1,Estimating diagnostic accuracy for clustered ordinal diagnostic groups in the three-class case-Application to the early diagnosis of Alzheimer disease.,,
1,Risk of pneumonia associated with incident benzodiazepine use among community-dwelling adults with Alzheimer disease.,,
0,Tau-targeting therapies for Alzheimer disease.,,
1,Dietary Vitamin E Status Dictates Oxidative Stress Outcomes by Modulating Effects of Fish Oil Supplementation in Alzheimer Disease Model APP<sub>swe</sub>/PS1<sub>dE9</sub> Mice.,,
1,The proof-of-concept of ASS234: Peripherally administered ASS234 enters the central nervous system and reduces pathology in a male mouse model of Alzheimer disease.,,
0,Exploring the selective vulnerability in Alzheimer disease using tissue specific variant analysis.,,
1,The Impact of Awareness of and Concern About Memory Performance on the Prediction of Progression From Mild Cognitive Impairment to Alzheimer Disease Dementia.,,
1,Association of Cerebrospinal Fluid Neurofilament Light Concentration With Alzheimer Disease Progression.,,
